environment,battle_style,core_strength,personality,social_style,pokemon_name,img_url,shiny_img_url,type1,pokedex_entry,hp,attack,defense,is_legendary,is_mythical
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Slowpoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/79.png,water,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,90,65,65,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Slowbro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/80.png,water,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,95,75,110,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Playful & Energetic,Flexible,Magnemite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/81.png,electric,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,25,35,70,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Playful & Energetic,Flexible,Magneton,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/82.png,electric,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,50,60,95,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Farfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/83.png,normal,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,52,90,55,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Doduo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/84.png,normal,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,35,85,45,False,False
Bustling Cities,Aggressive Brawler,Raw Power,Passionate & Fierce,Team Player,Dodrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/85.png,normal,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",60,110,70,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Seel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/86.png,water,The protruding horn on its head is very hard. It is used for bashing through thick ice.,65,45,55,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Dewgong,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/87.png,water,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,90,70,80,False,False
Anywhere,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Grimer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/88.png,poison,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,80,80,50,False,False
Anywhere,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Muk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/89.png,poison,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",105,105,75,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Shellder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/90.png,water,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,30,65,100,False,False
Serene Waters,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Cloyster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/91.png,water,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",50,95,180,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Lone Wolf,Gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/92.png,ghost,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",30,35,30,False,False
Ancient Ruins,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Lone Wolf,Haunter,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/93.png,ghost,"Because of its ability to slip through block walls, it is said to be from an­ other dimension.",45,50,45,False,False
Ancient Ruins,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Lone Wolf,Gengar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/94.png,ghost,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",60,65,60,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Onix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/95.png,rock,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",35,45,160,False,False
Ancient Ruins,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Drowzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/96.png,psychic,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,60,48,45,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Hypno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/97.png,psychic,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",85,73,70,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Krabby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/98.png,water,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",30,105,90,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Kingler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/99.png,water,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",55,130,115,False,False
Bustling Cities,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Voltorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/100.png,electric,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",40,30,50,False,False
Bustling Cities,Swift Scout,Speed & Evasion,Playful & Energetic,Flexible,Electrode,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/101.png,electric,It stores electric energy under very high pressure. It often explodes with little or no provocation.,60,50,70,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Exeggcute,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/102.png,grass,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",60,40,80,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Gentle & Protective,Flexible,Exeggutor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/103.png,grass,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",95,95,85,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Cubone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/104.png,ground,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",50,50,95,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Marowak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/105.png,ground,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,60,80,110,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Hitmonlee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/106.png,fighting,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",50,120,53,False,False
Training Dojos,Methodical Warrior,Resilience,Passionate & Fierce,Lone Wolf,Hitmonchan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/107.png,fighting,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",50,105,79,False,False
Bustling Cities,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Lickitung,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/108.png,normal,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,90,55,75,False,False
Anywhere,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Koffing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/109.png,poison,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",40,65,95,False,False
Anywhere,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Weezing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/110.png,poison,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",65,90,120,False,False
Volcanic Mountains,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/111.png,ground,"A POKéMON with a one-track mind. Once it charges,  it won't stop running until it falls asleep.",80,85,95,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Rhydon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/112.png,ground,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",105,130,120,False,False
Bustling Cities,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Chansey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/113.png,normal,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,250,5,5,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/114.png,grass,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,65,55,115,False,False
Bustling Cities,Methodical Warrior,Resilience,Gentle & Protective,Team Player,Kangaskhan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/115.png,normal,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,105,95,80,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/116.png,water,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,30,40,70,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Seadra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/117.png,water,Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,55,65,95,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/118.png,water,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",45,67,60,False,False
Serene Waters,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Seaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/119.png,water,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",80,92,65,False,False
Serene Waters,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/120.png,water,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",30,45,55,False,False
